t,line
4103.2534,MEAS ms=117024 seq=3671 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.2994,MEAS ms=117069 seq=3672 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.2995,MEAS ms=117089 seq=3673 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.2995,MEAS ms=117097 seq=3674 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.2995,MEAS ms=117106 seq=3675 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3257,MEAS ms=117115 seq=3676 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3258,MEAS ms=117123 seq=3677 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3258,MEAS ms=117132 seq=3678 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3983,MEAS ms=117141 seq=3679 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3984,MEAS ms=117150 seq=3680 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3984,MEAS ms=117160 seq=3681 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.3984,MEAS ms=117169 seq=3682 src=1 c9=1210 c10=1500 c11=1012 c12=1500 step=6
4103.5333,MEAS ms=117214 seq=3683 src=1 c9=1239 c10=1500 c11=1012 c12=1500 step=7
4103.5334,MEAS ms=117259 seq=3684 src=1 c9=1240 c10=1499 c11=1012 c12=1500 step=7
4103.5334,MEAS ms=117304 seq=3685 src=1 c9=1240 c10=1500 c11=1010 c12=1500 step=7
4103.7132,MEAS ms=117349 seq=3686 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.7132,MEAS ms=117394 seq=3687 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.7132,MEAS ms=117439 seq=3688 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.7132,MEAS ms=117484 seq=3689 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8232,MEAS ms=117529 seq=3690 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8233,MEAS ms=117574 seq=3691 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8233,MEAS ms=117619 seq=3692 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8585,MEAS ms=117639 seq=3693 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8585,MEAS ms=117647 seq=3694 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8585,MEAS ms=117656 seq=3695 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8586,MEAS ms=117665 seq=3696 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8845,MEAS ms=117674 seq=3697 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8845,MEAS ms=117682 seq=3698 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.8845,MEAS ms=117691 seq=3699 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.9932,MEAS ms=117700 seq=3700 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.9933,MEAS ms=117709 seq=3701 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.9933,MEAS ms=117719 seq=3702 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4103.9933,MEAS ms=117764 seq=3703 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.1284,MEAS ms=117809 seq=3704 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.1284,MEAS ms=117854 seq=3705 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.1284,MEAS ms=117899 seq=3706 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.3084,MEAS ms=117944 seq=3707 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.3084,MEAS ms=117989 seq=3708 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.3084,MEAS ms=118034 seq=3709 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.3084,MEAS ms=118079 seq=3710 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.3811,MEAS ms=118124 seq=3711 src=1 c9=1240 c10=1500 c11=1012 c12=1500 step=7
4104.3812,MEAS ms=118169 seq=3712 src=1 c9=1239 c10=1500 c11=1012 c12=1500 step=7
4104.3812,MEAS ms=118189 seq=3713 src=1 c9=1239 c10=1500 c11=1012 c12=1500 step=7
4104.4164,MEAS ms=118197 seq=3714 src=1 c9=1240 c10=1499 c11=1012 c12=1500 step=7
4104.4164,MEAS ms=118206 seq=3715 src=1 c9=1240 c10=1499 c11=1012 c12=1500 step=7
4104.4165,MEAS ms=118215 seq=3716 src=1 c9=1240 c10=1499 c11=1012 c12=1500 step=7
4104.4165,MEAS ms=118224 seq=3717 src=1 c9=1240 c10=1499 c11=1012 c12=1500 step=7
4104.4439,MEAS ms=118232 seq=3718 src=1 c9=1271 c10=1500 c11=1010 c12=1500 step=8
4104.4439,MEAS ms=118241 seq=3719 src=1 c9=1271 c10=1500 c11=1010 c12=1500 step=8
4104.4439,MEAS ms=118250 seq=3720 src=1 c9=1271 c10=1500 c11=1010 c12=1500 step=8
4104.5881,MEAS ms=118259 seq=3721 src=1 c9=1271 c10=1500 c11=1010 c12=1500 step=8
4104.5882,MEAS ms=118269 seq=3722 src=1 c9=1271 c10=1500 c11=1012 c12=1499 step=8
4104.5882,MEAS ms=118314 seq=3723 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.5882,MEAS ms=118359 seq=3724 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.7231,MEAS ms=118404 seq=3725 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.7232,MEAS ms=118449 seq=3726 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.7232,MEAS ms=118494 seq=3727 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9033,MEAS ms=118539 seq=3728 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9033,MEAS ms=118584 seq=3729 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9033,MEAS ms=118629 seq=3730 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9033,MEAS ms=118674 seq=3731 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9403,MEAS ms=118719 seq=3732 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9403,MEAS ms=118739 seq=3733 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9403,MEAS ms=118747 seq=3734 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9759,MEAS ms=118756 seq=3735 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9759,MEAS ms=118765 seq=3736 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9759,MEAS ms=118773 seq=3737 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4104.9759,MEAS ms=118782 seq=3738 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.0032,MEAS ms=118791 seq=3739 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.0032,MEAS ms=118800 seq=3740 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.0032,MEAS ms=118810 seq=3741 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.1833,MEAS ms=118819 seq=3742 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.1834,MEAS ms=118864 seq=3743 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.1834,MEAS ms=118909 seq=3744 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.1834,MEAS ms=118954 seq=3745 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.3183,MEAS ms=118999 seq=3746 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.3183,MEAS ms=119044 seq=3747 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.3183,MEAS ms=119089 seq=3748 src=1 c9=1271 c10=1500 c11=1012 c12=1500 step=8
4105.4733,MEAS ms=119134 seq=3749 src=1 c9=1270 c10=1500 c11=1012 c12=1500 step=8
4105.4733,MEAS ms=119179 seq=3750 src=1 c9=1271 c10=1499 c11=1012 c12=1500 step=8
4105.4734,MEAS ms=119224 seq=3751 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.4734,MEAS ms=119269 seq=3752 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.4995,MEAS ms=119289 seq=3753 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.4995,MEAS ms=119297 seq=3754 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.4995,MEAS ms=119306 seq=3755 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5348,MEAS ms=119315 seq=3756 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5348,MEAS ms=119324 seq=3757 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5348,MEAS ms=119332 seq=3758 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5349,MEAS ms=119341 seq=3759 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5982,MEAS ms=119350 seq=3760 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5983,MEAS ms=119359 seq=3761 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.5983,MEAS ms=119369 seq=3762 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.7784,MEAS ms=119414 seq=3763 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.7784,MEAS ms=119459 seq=3764 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.7784,MEAS ms=119504 seq=3765 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.7784,MEAS ms=119549 seq=3766 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.9132,MEAS ms=119594 seq=3767 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.9132,MEAS ms=119639 seq=3768 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4105.9132,MEAS ms=119684 seq=3769 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0311,MEAS ms=119729 seq=3770 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0311,MEAS ms=119774 seq=3771 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0311,MEAS ms=119819 seq=3772 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0311,MEAS ms=119839 seq=3773 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0584,MEAS ms=119847 seq=3774 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0584,MEAS ms=119856 seq=3775 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0585,MEAS ms=119865 seq=3776 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0936,MEAS ms=119874 seq=3777 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0937,MEAS ms=119882 seq=3778 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0937,MEAS ms=119891 seq=3779 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.0937,MEAS ms=119900 seq=3780 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.1934,MEAS ms=119909 seq=3781 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.1934,MEAS ms=119919 seq=3782 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.1935,MEAS ms=119964 seq=3783 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.3733,MEAS ms=120009 seq=3784 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.3733,MEAS ms=120054 seq=3785 src=1 c9=1300 c10=1500 c11=1012 c12=1500 step=9
4106.3733,MEAS ms=120099 seq=3786 src=1 c9=1302 c10=1499 c11=1012 c12=1500 step=9
4106.3733,MEAS ms=120144 seq=3787 src=1 c9=1302 c10=1500 c11=1010 c12=1500 step=9
4106.5083,MEAS ms=120189 seq=3788 src=1 c9=1302 c10=1500 c11=1012 c12=1499 step=9
4106.5083,MEAS ms=120234 seq=3789 src=1 c9=1302 c10=1500 c11=1012 c12=1500 step=9
4106.5083,MEAS ms=120279 seq=3790 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.5905,MEAS ms=120324 seq=3791 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.5905,MEAS ms=120369 seq=3792 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.5905,MEAS ms=120389 seq=3793 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.5905,MEAS ms=120397 seq=3794 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6169,MEAS ms=120406 seq=3795 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6169,MEAS ms=120414 seq=3796 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6169,MEAS ms=120423 seq=3797 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6526,MEAS ms=120432 seq=3798 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6526,MEAS ms=120442 seq=3799 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6526,MEAS ms=120451 seq=3800 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6527,MEAS ms=120460 seq=3801 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6804,MEAS ms=120468 seq=3802 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6805,MEAS ms=120477 seq=3803 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.6805,MEAS ms=120486 seq=3804 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7160,MEAS ms=120496 seq=3805 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7161,MEAS ms=120505 seq=3806 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7161,MEAS ms=120513 seq=3807 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7161,MEAS ms=120522 seq=3808 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7438,MEAS ms=120531 seq=3809 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7439,MEAS ms=120541 seq=3810 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7439,MEAS ms=120550 seq=3811 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7701,MEAS ms=120559 seq=3812 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7702,MEAS ms=120567 seq=3813 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.7702,MEAS ms=120576 seq=3814 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8063,MEAS ms=120586 seq=3815 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8063,MEAS ms=120595 seq=3816 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8063,MEAS ms=120604 seq=3817 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8063,MEAS ms=120614 seq=3818 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8341,MEAS ms=120622 seq=3819 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8342,MEAS ms=120631 seq=3820 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8342,MEAS ms=120640 seq=3821 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8696,MEAS ms=120649 seq=3822 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8697,MEAS ms=120657 seq=3823 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8697,MEAS ms=120667 seq=3824 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8697,MEAS ms=120676 seq=3825 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8963,MEAS ms=120685 seq=3826 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8963,MEAS ms=120694 seq=3827 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.8963,MEAS ms=120704 seq=3828 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9333,MEAS ms=120712 seq=3829 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9333,MEAS ms=120721 seq=3830 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9333,MEAS ms=120730 seq=3831 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9333,MEAS ms=120739 seq=3832 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9596,MEAS ms=120749 seq=3833 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9597,MEAS ms=120757 seq=3834 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9597,MEAS ms=120766 seq=3835 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9955,MEAS ms=120775 seq=3836 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9955,MEAS ms=120784 seq=3837 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9955,MEAS ms=120794 seq=3838 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4106.9955,MEAS ms=120802 seq=3839 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0234,MEAS ms=120811 seq=3840 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0235,MEAS ms=120820 seq=3841 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0235,MEAS ms=120829 seq=3842 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0589,MEAS ms=120839 seq=3843 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0590,MEAS ms=120847 seq=3844 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0590,MEAS ms=120856 seq=3845 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0590,MEAS ms=120865 seq=3846 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0856,MEAS ms=120874 seq=3847 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0856,MEAS ms=120884 seq=3848 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.0856,MEAS ms=120892 seq=3849 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1135,MEAS ms=120901 seq=3850 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1135,MEAS ms=120910 seq=3851 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1135,MEAS ms=120919 seq=3852 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1135,MEAS ms=120929 seq=3853 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1856,MEAS ms=120964 seq=3854 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1857,MEAS ms=120984 seq=3855 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.1857,MEAS ms=120992 seq=3856 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.2120,MEAS ms=121001 seq=3857 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.2121,MEAS ms=121009 seq=3858 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.2121,MEAS ms=121018 seq=3859 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.2477,MEAS ms=121027 seq=3860 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.2478,MEAS ms=121037 seq=3861 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.2478,MEAS ms=121046 seq=3862 src=1 c9=1331 c10=1499 c11=1012 c12=1500 step=10
4107.2478,MEAS ms=121055 seq=3863 src=1 c9=1331 c10=1499 c11=1012 c12=1500 step=10
4107.2753,MEAS ms=121063 seq=3864 src=1 c9=1331 c10=1499 c11=1012 c12=1500 step=10
4107.2754,MEAS ms=121072 seq=3865 src=1 c9=1331 c10=1499 c11=1010 c12=1500 step=10
4107.2754,MEAS ms=121082 seq=3866 src=1 c9=1331 c10=1500 c11=1010 c12=1500 step=10
4107.3111,MEAS ms=121091 seq=3867 src=1 c9=1331 c10=1500 c11=1010 c12=1500 step=10
4107.3111,MEAS ms=121100 seq=3868 src=1 c9=1331 c10=1500 c11=1010 c12=1500 step=10
4107.3111,MEAS ms=121109 seq=3869 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.3111,MEAS ms=121117 seq=3870 src=1 c9=1331 c10=1500 c11=1012 c12=1499 step=10
4107.3388,MEAS ms=121126 seq=3871 src=1 c9=1331 c10=1500 c11=1012 c12=1499 step=10
4107.3389,MEAS ms=121136 seq=3872 src=1 c9=1331 c10=1500 c11=1012 c12=1499 step=10
4107.3389,MEAS ms=121145 seq=3873 src=1 c9=1331 c10=1500 c11=1012 c12=1499 step=10
4107.3744,MEAS ms=121154 seq=3874 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.3745,MEAS ms=121162 seq=3875 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.3745,MEAS ms=121171 seq=3876 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.3745,MEAS ms=121181 seq=3877 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4013,MEAS ms=121190 seq=3878 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4013,MEAS ms=121199 seq=3879 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4013,MEAS ms=121209 seq=3880 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4370,MEAS ms=121217 seq=3881 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4371,MEAS ms=121226 seq=3882 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4371,MEAS ms=121235 seq=3883 src=1 c9=1331 c10=1500 c11=1012 c12=1500 step=10
4107.4371,MEAS ms=121244 seq=3884 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.4646,MEAS ms=121252 seq=3885 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.4646,MEAS ms=121262 seq=3886 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.4646,MEAS ms=121271 seq=3887 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5005,MEAS ms=121280 seq=3888 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5005,MEAS ms=121289 seq=3889 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5005,MEAS ms=121299 seq=3890 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5005,MEAS ms=121307 seq=3891 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5286,MEAS ms=121316 seq=3892 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5287,MEAS ms=121325 seq=3893 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5287,MEAS ms=121334 seq=3894 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5547,MEAS ms=121344 seq=3895 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5547,MEAS ms=121352 seq=3896 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5548,MEAS ms=121361 seq=3897 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5904,MEAS ms=121370 seq=3898 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5904,MEAS ms=121379 seq=3899 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5905,MEAS ms=121389 seq=3900 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.5905,MEAS ms=121397 seq=3901 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6182,MEAS ms=121406 seq=3902 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6182,MEAS ms=121415 seq=3903 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6182,MEAS ms=121424 seq=3904 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6541,MEAS ms=121434 seq=3905 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6541,MEAS ms=121442 seq=3906 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6541,MEAS ms=121451 seq=3907 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.6541,MEAS ms=121460 seq=3908 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7182,MEAS ms=121469 seq=3909 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7183,MEAS ms=121479 seq=3910 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7183,MEAS ms=121514 seq=3911 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7527,MEAS ms=121534 seq=3912 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7527,MEAS ms=121542 seq=3913 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7527,MEAS ms=121551 seq=3914 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7528,MEAS ms=121559 seq=3915 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7803,MEAS ms=121568 seq=3916 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7803,MEAS ms=121577 seq=3917 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.7804,MEAS ms=121587 seq=3918 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8158,MEAS ms=121596 seq=3919 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8158,MEAS ms=121605 seq=3920 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8158,MEAS ms=121614 seq=3921 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8158,MEAS ms=121622 seq=3922 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8435,MEAS ms=121631 seq=3923 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8435,MEAS ms=121641 seq=3924 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8435,MEAS ms=121650 seq=3925 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8796,MEAS ms=121659 seq=3926 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8796,MEAS ms=121669 seq=3927 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8797,MEAS ms=121677 seq=3928 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
4107.8797,MEAS ms=121686 seq=3929 src=1 c9=1362 c10=1500 c11=1012 c12=1500 step=11
