t,line
4139.8331,MEAS ms=153550 seq=5969 src=1 c9=1012 c10=1119 c11=1010 c12=1500 step=0
4139.8331,MEAS ms=153559 seq=5970 src=1 c9=1012 c10=1119 c11=1010 c12=1500 step=0
4139.8331,MEAS ms=153604 seq=5971 src=1 c9=1012 c10=1119 c11=1012 c12=1499 step=0
4139.9682,MEAS ms=153649 seq=5972 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4139.9682,MEAS ms=153694 seq=5973 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4139.9682,MEAS ms=153739 seq=5974 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.1481,MEAS ms=153784 seq=5975 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.1481,MEAS ms=153829 seq=5976 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.1481,MEAS ms=153874 seq=5977 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.1481,MEAS ms=153919 seq=5978 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2579,MEAS ms=153964 seq=5979 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2579,MEAS ms=154009 seq=5980 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2579,MEAS ms=154054 seq=5981 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2931,MEAS ms=154074 seq=5982 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2932,MEAS ms=154082 seq=5983 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2932,MEAS ms=154091 seq=5984 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.2932,MEAS ms=154100 seq=5985 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.4279,MEAS ms=154109 seq=5986 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.4279,MEAS ms=154154 seq=5987 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.4279,MEAS ms=154199 seq=5988 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.6079,MEAS ms=154244 seq=5989 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.6079,MEAS ms=154289 seq=5990 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.6080,MEAS ms=154334 seq=5991 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.6080,MEAS ms=154379 seq=5992 src=1 c9=1012 c10=1119 c11=1012 c12=1500 step=0
4140.7429,MEAS ms=154424 seq=5993 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.7429,MEAS ms=154469 seq=5994 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.7429,MEAS ms=154514 seq=5995 src=1 c9=1012 c10=1129 c11=1010 c12=1500 step=0
4140.8251,MEAS ms=154559 seq=5996 src=1 c9=1012 c10=1129 c11=1012 c12=1499 step=0
4140.8251,MEAS ms=154604 seq=5997 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.8251,MEAS ms=154624 seq=5998 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.8251,MEAS ms=154632 seq=5999 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.8881,MEAS ms=154641 seq=6000 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.8882,MEAS ms=154650 seq=6001 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4140.8882,MEAS ms=154659 seq=6002 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.0679,MEAS ms=154704 seq=6003 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.0679,MEAS ms=154749 seq=6004 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.0679,MEAS ms=154794 seq=6005 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.0679,MEAS ms=154839 seq=6006 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.2028,MEAS ms=154884 seq=6007 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.2029,MEAS ms=154929 seq=6008 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.2029,MEAS ms=154974 seq=6009 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3579,MEAS ms=155019 seq=6010 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3579,MEAS ms=155064 seq=6011 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3579,MEAS ms=155109 seq=6012 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3580,MEAS ms=155154 seq=6013 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3839,MEAS ms=155174 seq=6014 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3840,MEAS ms=155182 seq=6015 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.3840,MEAS ms=155191 seq=6016 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.5281,MEAS ms=155200 seq=6017 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.5281,MEAS ms=155209 seq=6018 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.5281,MEAS ms=155254 seq=6019 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.5281,MEAS ms=155299 seq=6020 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.6629,MEAS ms=155344 seq=6021 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.6630,MEAS ms=155389 seq=6022 src=1 c9=1012 c10=1129 c11=1012 c12=1500 step=0
4141.6630,MEAS ms=155434 seq=6023 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.8431,MEAS ms=155479 seq=6024 src=1 c9=1012 c10=1139 c11=1010 c12=1500 step=0
4141.8431,MEAS ms=155524 seq=6025 src=1 c9=1012 c10=1139 c11=1012 c12=1499 step=0
4141.8432,MEAS ms=155569 seq=6026 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.8432,MEAS ms=155614 seq=6027 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9158,MEAS ms=155659 seq=6028 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9159,MEAS ms=155704 seq=6029 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9159,MEAS ms=155724 seq=6030 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9881,MEAS ms=155732 seq=6031 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9882,MEAS ms=155741 seq=6032 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9882,MEAS ms=155750 seq=6033 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4141.9882,MEAS ms=155759 seq=6034 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.1229,MEAS ms=155804 seq=6035 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.1229,MEAS ms=155849 seq=6036 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.1229,MEAS ms=155894 seq=6037 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.3031,MEAS ms=155939 seq=6038 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.3031,MEAS ms=155984 seq=6039 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.3032,MEAS ms=156029 seq=6040 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.3032,MEAS ms=156074 seq=6041 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4381,MEAS ms=156119 seq=6042 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4384,MEAS ms=156164 seq=6043 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4384,MEAS ms=156209 seq=6044 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4840,MEAS ms=156254 seq=6045 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4840,MEAS ms=156274 seq=6046 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4840,MEAS ms=156282 seq=6047 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.4840,MEAS ms=156291 seq=6048 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.5829,MEAS ms=156300 seq=6049 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.5830,MEAS ms=156309 seq=6050 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.5830,MEAS ms=156354 seq=6051 src=1 c9=1012 c10=1139 c11=1012 c12=1500 step=0
4142.7628,MEAS ms=156399 seq=6052 src=1 c9=1010 c10=1139 c11=1012 c12=1500 step=0
4142.7629,MEAS ms=156444 seq=6053 src=1 c9=1012 c10=1148 c11=1010 c12=1500 step=0
4142.7629,MEAS ms=156489 seq=6054 src=1 c9=1012 c10=1148 c11=1012 c12=1499 step=0
4142.7629,MEAS ms=156534 seq=6055 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4142.8979,MEAS ms=156579 seq=6056 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4142.8980,MEAS ms=156624 seq=6057 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4142.8980,MEAS ms=156669 seq=6058 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0160,MEAS ms=156714 seq=6059 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0160,MEAS ms=156759 seq=6060 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0160,MEAS ms=156804 seq=6061 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0160,MEAS ms=156824 seq=6062 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0430,MEAS ms=156832 seq=6063 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0430,MEAS ms=156841 seq=6064 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.0430,MEAS ms=156850 seq=6065 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.2228,MEAS ms=156859 seq=6066 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.2228,MEAS ms=156904 seq=6067 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.2228,MEAS ms=156949 seq=6068 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.2228,MEAS ms=156994 seq=6069 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.3578,MEAS ms=157039 seq=6070 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.3578,MEAS ms=157084 seq=6071 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.3578,MEAS ms=157129 seq=6072 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.5381,MEAS ms=157174 seq=6073 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.5381,MEAS ms=157219 seq=6074 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.5381,MEAS ms=157264 seq=6075 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.5382,MEAS ms=157309 seq=6076 src=1 c9=1012 c10=1148 c11=1012 c12=1500 step=0
4143.5749,MEAS ms=157354 seq=6077 src=1 c9=1010 c10=1148 c11=1012 c12=1500 step=0
4143.5749,MEAS ms=157374 seq=6078 src=1 c9=1010 c10=1148 c11=1012 c12=1500 step=0
4143.5749,MEAS ms=157382 seq=6079 src=1 c9=1010 c10=1147 c11=1012 c12=1500 step=0
4143.6831,MEAS ms=157391 seq=6080 src=1 c9=1012 c10=1147 c11=1012 c12=1500 step=0
4143.6831,MEAS ms=157400 seq=6081 src=1 c9=1012 c10=1147 c11=1012 c12=1500 step=0
4143.6831,MEAS ms=157409 seq=6082 src=1 c9=1012 c10=1147 c11=1012 c12=1500 step=0
4143.6832,MEAS ms=157454 seq=6083 src=1 c9=1012 c10=1158 c11=1012 c12=1499 step=0
4143.8181,MEAS ms=157499 seq=6084 src=1 c9=1012 c10=1158 c11=1012 c12=1499 step=0
4143.8182,MEAS ms=157544 seq=6085 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4143.8182,MEAS ms=157589 seq=6086 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4143.9980,MEAS ms=157634 seq=6087 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4143.9980,MEAS ms=157679 seq=6088 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4143.9981,MEAS ms=157724 seq=6089 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4143.9981,MEAS ms=157769 seq=6090 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1078,MEAS ms=157814 seq=6091 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1079,MEAS ms=157859 seq=6092 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1079,MEAS ms=157904 seq=6093 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1430,MEAS ms=157924 seq=6094 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1430,MEAS ms=157932 seq=6095 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1430,MEAS ms=157941 seq=6096 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.1430,MEAS ms=157950 seq=6097 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2059,MEAS ms=157959 seq=6098 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2060,MEAS ms=157994 seq=6099 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2060,MEAS ms=158014 seq=6100 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2060,MEAS ms=158022 seq=6101 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2780,MEAS ms=158031 seq=6102 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2780,MEAS ms=158040 seq=6103 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.2780,MEAS ms=158049 seq=6104 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.4578,MEAS ms=158094 seq=6105 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.4578,MEAS ms=158139 seq=6106 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.4579,MEAS ms=158184 seq=6107 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.4579,MEAS ms=158229 seq=6108 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.5929,MEAS ms=158274 seq=6109 src=1 c9=1012 c10=1158 c11=1012 c12=1500 step=0
4144.5929,MEAS ms=158319 seq=6110 src=1 c9=1010 c10=1158 c11=1012 c12=1500 step=0
4144.5929,MEAS ms=158364 seq=6111 src=1 c9=1012 c10=1156 c11=1012 c12=1500 step=0
4144.7107,MEAS ms=158409 seq=6112 src=1 c9=1012 c10=1158 c11=1010 c12=1500 step=0
4144.7108,MEAS ms=158454 seq=6113 src=1 c9=1012 c10=1168 c11=1012 c12=1499 step=0
4144.7108,MEAS ms=158499 seq=6114 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.7108,MEAS ms=158519 seq=6115 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.7380,MEAS ms=158527 seq=6116 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.7380,MEAS ms=158536 seq=6117 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.7381,MEAS ms=158545 seq=6118 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.9181,MEAS ms=158554 seq=6119 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.9181,MEAS ms=158599 seq=6120 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.9181,MEAS ms=158644 seq=6121 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4144.9181,MEAS ms=158689 seq=6122 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.0531,MEAS ms=158734 seq=6123 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.0531,MEAS ms=158779 seq=6124 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.0531,MEAS ms=158824 seq=6125 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2329,MEAS ms=158869 seq=6126 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2330,MEAS ms=158914 seq=6127 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2330,MEAS ms=158959 seq=6128 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2330,MEAS ms=159004 seq=6129 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2700,MEAS ms=159049 seq=6130 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2701,MEAS ms=159069 seq=6131 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.2701,MEAS ms=159077 seq=6132 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.3780,MEAS ms=159086 seq=6133 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.3780,MEAS ms=159095 seq=6134 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.3781,MEAS ms=159104 seq=6135 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.3781,MEAS ms=159149 seq=6136 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.5130,MEAS ms=159194 seq=6137 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.5131,MEAS ms=159239 seq=6138 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.5131,MEAS ms=159284 seq=6139 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.6929,MEAS ms=159329 seq=6140 src=1 c9=1012 c10=1166 c11=1012 c12=1500 step=0
4145.6929,MEAS ms=159374 seq=6141 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.6930,MEAS ms=159419 seq=6142 src=1 c9=1012 c10=1168 c11=1012 c12=1500 step=0
4145.6930,MEAS ms=159464 seq=6143 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8030,MEAS ms=159509 seq=6144 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8030,MEAS ms=159554 seq=6145 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8030,MEAS ms=159599 seq=6146 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8381,MEAS ms=159619 seq=6147 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8381,MEAS ms=159627 seq=6148 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8382,MEAS ms=159636 seq=6149 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.8382,MEAS ms=159645 seq=6150 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.9731,MEAS ms=159654 seq=6151 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.9732,MEAS ms=159699 seq=6152 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4145.9732,MEAS ms=159744 seq=6153 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.1531,MEAS ms=159789 seq=6154 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.1532,MEAS ms=159834 seq=6155 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.1532,MEAS ms=159879 seq=6156 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.1532,MEAS ms=159924 seq=6157 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.2882,MEAS ms=159969 seq=6158 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.2882,MEAS ms=160014 seq=6159 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.2882,MEAS ms=160059 seq=6160 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.3699,MEAS ms=160104 seq=6161 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.3700,MEAS ms=160149 seq=6162 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.3700,MEAS ms=160169 seq=6163 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.3700,MEAS ms=160177 seq=6164 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.4331,MEAS ms=160186 seq=6165 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.4332,MEAS ms=160195 seq=6166 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.4332,MEAS ms=160204 seq=6167 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.6131,MEAS ms=160249 seq=6168 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.6131,MEAS ms=160294 seq=6169 src=1 c9=1012 c10=1178 c11=1010 c12=1500 step=0
4146.6131,MEAS ms=160339 seq=6170 src=1 c9=1012 c10=1178 c11=1012 c12=1499 step=0
4146.6131,MEAS ms=160384 seq=6171 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.7479,MEAS ms=160429 seq=6172 src=1 c9=1012 c10=1178 c11=1012 c12=1500 step=0
4146.7479,MEAS ms=160474 seq=6173 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.7479,MEAS ms=160519 seq=6174 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9031,MEAS ms=160564 seq=6175 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9031,MEAS ms=160609 seq=6176 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9031,MEAS ms=160654 seq=6177 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9031,MEAS ms=160699 seq=6178 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9291,MEAS ms=160719 seq=6179 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9291,MEAS ms=160727 seq=6180 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4146.9291,MEAS ms=160736 seq=6181 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.0730,MEAS ms=160745 seq=6182 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.0731,MEAS ms=160754 seq=6183 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.0731,MEAS ms=160799 seq=6184 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.0731,MEAS ms=160844 seq=6185 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.2080,MEAS ms=160889 seq=6186 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.2081,MEAS ms=160934 seq=6187 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.2081,MEAS ms=160979 seq=6188 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.3881,MEAS ms=161024 seq=6189 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.3881,MEAS ms=161069 seq=6190 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.3881,MEAS ms=161114 seq=6191 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.3881,MEAS ms=161159 seq=6192 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.4609,MEAS ms=161204 seq=6193 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.4609,MEAS ms=161249 seq=6194 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.4609,MEAS ms=161269 seq=6195 src=1 c9=1012 c10=1187 c11=1010 c12=1500 step=0
4147.5331,MEAS ms=161277 seq=6196 src=1 c9=1012 c10=1187 c11=1010 c12=1500 step=0
4147.5331,MEAS ms=161286 seq=6197 src=1 c9=1012 c10=1187 c11=1010 c12=1500 step=0
4147.5331,MEAS ms=161295 seq=6198 src=1 c9=1012 c10=1187 c11=1012 c12=1499 step=0
4147.5332,MEAS ms=161304 seq=6199 src=1 c9=1012 c10=1187 c11=1012 c12=1499 step=0
4147.6680,MEAS ms=161349 seq=6200 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.6681,MEAS ms=161394 seq=6201 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.6681,MEAS ms=161439 seq=6202 src=1 c9=1012 c10=1187 c11=1012 c12=1500 step=0
4147.8480,MEAS ms=161484 seq=6203 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4147.8481,MEAS ms=161529 seq=6204 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4147.8481,MEAS ms=161574 seq=6205 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4147.8481,MEAS ms=161619 seq=6206 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4147.9829,MEAS ms=161664 seq=6207 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4147.9830,MEAS ms=161709 seq=6208 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4147.9830,MEAS ms=161754 seq=6209 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.0288,MEAS ms=161799 seq=6210 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.0288,MEAS ms=161819 seq=6211 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.0288,MEAS ms=161827 seq=6212 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.0288,MEAS ms=161836 seq=6213 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.1278,MEAS ms=161845 seq=6214 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.1279,MEAS ms=161854 seq=6215 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.1279,MEAS ms=161899 seq=6216 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.3080,MEAS ms=161944 seq=6217 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.3081,MEAS ms=161989 seq=6218 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.3081,MEAS ms=162034 seq=6219 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.3081,MEAS ms=162079 seq=6220 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.4430,MEAS ms=162124 seq=6221 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.4430,MEAS ms=162169 seq=6222 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.4430,MEAS ms=162214 seq=6223 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.5606,MEAS ms=162259 seq=6224 src=1 c9=1012 c10=1197 c11=1010 c12=1500 step=0
4148.5606,MEAS ms=162304 seq=6225 src=1 c9=1012 c10=1197 c11=1012 c12=1499 step=0
4148.5606,MEAS ms=162349 seq=6226 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
4148.5606,MEAS ms=162369 seq=6227 src=1 c9=1012 c10=1197 c11=1012 c12=1500 step=0
